Name,Code,Type,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Congo, Rep.",COG,Country,Military expenditure (current USD),,,,,,,,,,,13100436.6800,13749473.4100,12744615.6800,19426710.1600,24137429.6300,33493068.5500,34337727.5600,36633018.5600,37960435.3500,52566260.1900,57416698.2200,63535260.9800,72427162.0100,,49423627.5000,55646692.4700,,100513414.3000,,,,,125617699.1000,109477580.1000,,,,,,,,54445943.5300,70704230.2000,93776668.9600,124298437.4000,100916074.5000,126569641.8000,168079588.2000,207724344.3000,,218390920.6000,,,367057323.3000,704893662.2000,,501812144.9000,371937055.1000,292260465.3000
Colombia,COL,Country,Military expenditure (current USD),75960813.8700,97313432.8400,153596253.4000,170000000.0000,190000000.0000,185202864.0000,172592592.6000,178541885.0000,141184847.8000,131638962.8000,162662459.1000,263898574.6000,170587589.6000,173879934.0000,194904101.8000,227942151.2000,229146910.6000,280082338.8000,360663621.1000,467687274.7000,611248236.6000,638643433.3000,667866120.9000,859813605.6000,889730898.6000,716735061.0000,679498200.9000,721331206.4000,862374404.2000,865205662.8000,889979074.5000,911467589.2000,1102357227.0000,1529432893.0000,2005122888.0000,2619338187.0000,4318552316.0000,2988711261.0000,3389806738.0000,3247296766.0000,3027922793.0000,3264438192.0000,3347522602.0000,3278369503.0000,4056896991.0000,4914190182.0000,5326664238.0000,6775762767.0000,9051130502.0000,9033202673.0000,10422054494.0000,10306578506.0000,11706271913.0000,12503812627.0000,11845957098.0000,9127165375.0000,8675980823.0000,10018029818.0000,10602860967.0000
Comoros,COM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,3687650.1420,3394021.9380,4454431.9100,4967860.7010,5078572.1720,,,,3557902.6600,2735413.4080,3431398.8870,6206630.0340,4261939.7880,4099737.3810,4513154.8790,5004734.2080,6801072.7980,4638556.1720,4520858.9380,5782831.6430,6452150.4920,7082416.5480,6985154.8390,7943659.5940,10758715.9700,8402927.2930,8239369.2920,9757536.5620,9736385.8390,9815667.2590,10049332.2100,8922219.4550,10171216.5000,9354384.1660,10714071.1300
Costa Rica,CRI,Country,Military expenditure (current USD),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Caribbean small states,CSS,Regions Clubbed Geographically,Military expenditure (current USD),,,,,,,,,,,,,,,,,74059004.8400,70219123.7200,,,,104567945.2000,,,,,,,,,,,,77754357.7700,71806248.6400,,,,,,,82145538.4100,100872444.8000,113479984.4000,162040671.5000,186300164.4000,219665997.2000,246993486.0000,319035957.2000,301655230.5000,305046766.2000,327552252.6000,355159679.7000,392549709.7000,369393544.5000,392126504.3000,427200740.1000,429494239.1000,459997692.7000
Cuba,CUB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296933962.3000,62047619.0500,78557142.8600,76587443.9500,83365638.7700,89057268.7200,92462555.0700,94277533.0400,93744493.3900,126872246.7000,119383259.9000,125638766.5000,118370044.1000,123656387.7000,122552919.0000,
Curacao,CUW,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,30737332.9100,48729244.3200,199500731.1000,243815864.4000,244995663.3000,411409063.3000,418387368.7000,630127106.0000,268277271.6000,298469126.9000,298833385.5000,448075909.3000,534141188.7000,483748645.1000,289970367.0000,281160374.3000,327627160.3000,242483491.0000,288427605.8000,338474566.3000,380875028.8000,387703672.0000,405176368.5000,453803054.2000,471352781.1000,477587428.6000,479735318.4000,414496321.4000,384925361.0000,357806840.0000,327891760.0000,295355010.0000,357380920.8000,381879772.9000
Czech Republic,CZE,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815585466.9000,938252776.6000,1065352459.0000,1123923831.0000,988324331.8000,1166099773.0000,1205931870.0000,1157294085.0000,1182519922.0000,1494390397.0000,1885706689.0000,2042085931.0000,2439538514.0000,2449963710.0000,2707677752.0000,2918695853.0000,2718559513.0000,2497902955.0000,2474313259.0000,2220610395.0000,2148784401.0000,2022883295.0000,1779887189.0000,1954935000.0000,2077722061.0000,2710017583.0000
Germany,DEU,Country,Military expenditure (current USD),2884517772.0000,3266495653.0000,4308248214.0000,4981004024.0000,4888248899.0000,4978559240.0000,5063637742.0000,5352122317.0000,4827481334.0000,5471706536.0000,6167271406.0000,7255896950.0000,9006765501.0000,11938703823.0000,13773713249.0000,15278274626.0000,15457151068.0000,17304663483.0000,21416956348.0000,24777567445.0000,26692620067.0000,23094364442.0000,22349480132.0000,22127066321.0000,20124939008.0000,19921872405.0000,27690811161.0000,34135226422.0000,35096843456.0000,33604161248.0000,42318768301.0000,39516328623.0000,41965836693.0000,37215052110.0000,36330284517.0000,41158705095.0000,38989886649.0000,33217573925.0000,33146457057.0000,32604005638.0000,28149990787.0000,27425257940.0000,29333207849.0000,35055088179.0000,38007611456.0000,38054021788.0000,38092382653.0000,42551851943.0000,48081444318.0000,47470073335.0000,46255521194.0000,48140347951.0000,46470870905.0000,45930540563.0000,46102673010.0000,39812576245.0000,41579494874.0000,45381722042.0000,49470627811.0000
Djibouti,DJI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,45014.3765,45014.3765,1817455.4500,5351084.0020,29608206.1200,30902369.4400,31133068.1200,31391900.7900,30604149.2000,30817967.4900,31059919.7600,31088053.7500,31116187.7300,31774522.9900,33625739.2200,31065546.5600,30711058.3400,29608206.1200,24527208.3800,26552855.3200,26704778.8400,26779052.5600,26025061.7500,26048131.6200,33250994.5400,41763775.8100,37355742.9900,44847260.5900,49515814.1100,34518711.9100,36274835.2800,,,,,,,,,,
Dominica,DMA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Country,Military expenditure (current USD),161137605.4000,170837712.9000,224550248.0000,239028020.3000,255387903.0000,285791224.7000,301137663.3000,323292901.4000,345466666.7000,352000000.0000,395600000.0000,430225386.9000,487244020.6000,581866269.9000,732087483.0000,931928334.6000,945240876.0000,1063101451.0000,1322665932.0000,1529188589.0000,1617653843.0000,1446085210.0000,1400430126.0000,1374960497.0000,1259583261.0000,1259295610.0000,1647882398.0000,2141274092.0000,2320423440.0000,2183667160.0000,2649889473.0000,2671946671.0000,2837745377.0000,2682011246.0000,2718790042.0000,3117966146.0000,3086224945.0000,2804317083.0000,2846065338.0000,2784881254.0000,2392510831.0000,2525225825.0000,2694082493.0000,3199158428.0000,3578832460.0000,3468452920.0000,3896730668.0000,4175652589.0000,4788030121.0000,4337355690.0000,4503492127.0000,4518590127.0000,4422458084.0000,4216647585.0000,4056861511.0000,3364047774.0000,3592727944.0000,3764033344.0000,4228194254.0000
Dominican Republic,DOM,Country,Military expenditure (current USD),38300000.0000,36300000.0000,38000000.0000,39000000.0000,42500000.0000,40200000.0000,37200000.0000,35800000.0000,37300000.0000,35600000.0000,35900000.0000,36600000.0000,39500000.0000,42000000.0000,57600000.0000,65900000.0000,76200000.0000,86500000.0000,103000000.0000,120000000.0000,105000000.0000,125000000.0000,126000000.0000,126000000.0000,139000000.0000,61042019.4000,82290924.2400,59327500.2900,47296368.7600,53517350.1600,47798904.4400,33894298.9500,63127240.8400,95993941.2100,100956679.7000,84449968.3800,107001292.2000,150664189.8000,159053096.3000,175000467.8000,246810843.7000,305900328.0000,271663317.2000,155802495.6000,152878466.8000,272200481.1000,259240325.1000,274775680.8000,333538881.6000,320855289.2000,354856781.4000,348559830.1000,396187178.6000,383380254.1000,437572091.1000,458007157.5000,479722172.8000,533077263.1000,602522387.0000
Algeria,DZA,Country,Military expenditure (current USD),,,,66436300.1500,99856999.9100,105528391.4000,104515642.9000,99249350.8300,99249350.8300,99249350.8300,98844251.4400,99946261.0700,109942841.3000,136757097.8000,260168630.0000,332252159.2000,480640373.5000,471669448.0000,627852442.1000,711681247.4000,890174464.8000,806569334.6000,932452707.7000,952430671.6000,929290821.3000,953299653.9000,1127103217.0000,1196971384.0000,1028611425.0000,854300945.3000,904269155.2000,565098062.6000,1053301643.0000,1276911083.0000,1334911648.0000,1234655192.0000,1452431008.0000,1752395278.0000,1910962052.0000,1826496570.0000,1881163649.0000,2091627274.0000,2100602521.0000,2206395762.0000,2802224794.0000,2924820167.0000,3093978245.0000,3945815125.0000,5172336907.0000,5280588156.0000,5671309117.0000,8652237040.0000,9326287144.0000,10161588239.0000,9724379972.0000,10412714003.0000,10217081700.0000,10073364021.0000,9583724288.0000
East Asia & Pacific (excluding high income),EAP,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17817801974.0000,17443884154.0000,18343740488.0000,22105236302.0000,23389677478.0000,23004238859.0000,27349781671.0000,30677054372.0000,31346836050.0000,29077162787.0000,34354789091.0000,37991772473.0000,43204793160.0000,49907795061.0000,68525954401.0000,79663666532.0000,88717903585.0000,66782238969.0000,82941095953.0000,103000000000.0000,123000000000.0000,135000000000.0000,160000000000.0000,184000000000.0000,209000000000.0000,229000000000.0000,243000000000.0000,246000000000.0000,258000000000.0000,280000000000.0000
Early-demographic dividend,EAR,Regions Clubbed Economically,Military expenditure (current USD),2716315242.0000,2557648223.0000,3651600091.0000,4584968645.0000,5243448946.0000,5933334004.0000,5954668237.0000,6367488919.0000,7090933516.0000,8215601256.0000,9272461193.0000,10148565007.0000,11070577416.0000,14789445135.0000,21472480482.0000,25929409558.0000,30568412742.0000,44641246460.0000,48939789484.0000,53395619059.0000,62640534951.0000,72445008089.0000,74683847925.0000,70372897676.0000,70380199740.0000,65878469676.0000,53647897688.0000,76247064640.0000,81718763786.0000,73012428500.0000,81824560179.0000,84912427500.0000,86313344397.0000,70809659745.0000,71553811110.0000,73126805211.0000,76048408901.0000,86685254411.0000,89621248049.0000,92222177526.0000,99185359861.0000,100000000000.0000,92913956625.0000,113000000000.0000,129000000000.0000,146000000000.0000,125000000000.0000,145000000000.0000,163000000000.0000,173000000000.0000,194000000000.0000,211000000000.0000,228000000000.0000,243000000000.0000,255000000000.0000,255000000000.0000,235000000000.0000,254000000000.0000,253000000000.0000
East Asia & Pacific,EAS,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72251532951.0000,74851232873.0000,81670958372.0000,90126446942.0000,99090511654.0000,105000000000.0000,118000000000.0000,117000000000.0000,112000000000.0000,99452853797.0000,113000000000.0000,119000000000.0000,117000000000.0000,124000000000.0000,150000000000.0000,169000000000.0000,184000000000.0000,163000000000.0000,185000000000.0000,213000000000.0000,236000000000.0000,260000000000.0000,300000000000.0000,324000000000.0000,339000000000.0000,361000000000.0000,367000000000.0000,378000000000.0000,393000000000.0000,420000000000.0000
Europe & Central Asia (excluding high income),ECA,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16149303810.0000,21332072187.0000,22509173536.0000,26961905919.0000,30862374505.0000,21303474766.0000,20452098399.0000,22744755312.0000,22874671106.0000,27559841772.0000,32598514932.0000,38146826811.0000,47355476408.0000,57880808517.0000,72517065372.0000,89688098282.0000,80710439035.0000,89635276519.0000,103000000000.0000,115000000000.0000,124000000000.0000,119000000000.0000,97079517784.0000,99303623795.0000,98245283622.0000,97497803031.0000
Europe & Central Asia,ECS,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000000000.0000,208000000000.0000,224000000000.0000,229000000000.0000,217000000000.0000,208000000000.0000,205000000000.0000,190000000000.0000,189000000000.0000,209000000000.0000,253000000000.0000,288000000000.0000,302000000000.0000,320000000000.0000,369000000000.0000,413000000000.0000,386000000000.0000,383000000000.0000,408000000000.0000,402000000000.0000,411000000000.0000,407000000000.0000,348000000000.0000,351000000000.0000,362000000000.0000,385000000000.0000
Ecuador,ECU,Country,Military expenditure (current USD),22400000.0000,18700000.0000,18300000.0000,17100000.0000,20600000.0000,23800000.0000,22900000.0000,25300000.0000,29300000.0000,39700000.0000,30700000.0000,29700000.0000,37300000.0000,49200000.0000,74800000.0000,102000000.0000,117000000.0000,205000000.0000,164000000.0000,186000000.0000,209000000.0000,234000000.0000,229000000.0000,200000000.0000,193000000.0000,284000000.0000,207000000.0000,207000000.0000,198000000.0000,189000000.0000,202000000.0000,209000000.0000,211000000.0000,276000000.0000,291000000.0000,475000000.0000,419000000.0000,499000000.0000,549000000.0000,296000000.0000,266000000.0000,384000000.0000,505000000.0000,739000000.0000,710000000.0000,954000000.0000,950000000.0000,1310000000.0000,1646000000.0000,1949000000.0000,2094000000.0000,2453700000.0000,2589776000.0000,2735825000.0000,2786519000.0000,2597510000.0000,2513200000.0000,2462700000.0000,2549400000.0000
Egypt,EGY,Country,Military expenditure (current USD),,,249697766.8000,335799697.8000,448499596.4000,515199536.3000,481849566.3000,508299542.5000,648599416.3000,888949199.9000,1092499017.0000,1266148860.0000,1066049041.0000,1243856105.0000,1852779425.0000,1926890602.0000,2201613068.0000,2751058001.0000,2485279987.0000,1152855496.0000,1361426627.0000,1817140261.0000,2307139561.0000,3004281422.0000,3742137511.0000,4203565423.0000,4727136104.0000,4805707420.0000,4453565066.0000,3516344801.0000,2260645161.0000,1345757343.0000,1415819974.0000,1526165392.0000,1714409786.0000,1948876986.0000,2115742979.0000,2267650314.0000,2372048406.0000,2447978794.0000,2627698334.0000,2834256230.0000,2902768425.0000,2383914898.0000,2369743586.0000,2659439714.0000,2952520159.0000,3306908257.0000,3779880350.0000,4017404478.0000,4407286453.0000,4463974191.0000,4557748767.0000,4359834244.0000,5085120542.0000,5475490833.0000,4513022527.0000,2765588434.0000,3109997892.0000
Euro area,EMU,Regions Clubbed Economically,Military expenditure (current USD),9333488690.0000,10211208333.0000,12018977968.0000,13141136924.0000,13774581638.0000,14296250463.0000,15142937237.0000,16192206800.0000,16284964293.0000,17066487120.0000,18274688982.0000,20676596091.0000,25365205816.0000,31885138823.0000,36253140529.0000,42745056875.0000,43494279287.0000,49677832929.0000,61075240668.0000,73081453899.0000,81356474662.0000,72794606490.0000,71277734500.0000,69026670873.0000,64591593596.0000,65257987622.0000,89274574886.0000,111000000000.0000,117000000000.0000,114000000000.0000,140000000000.0000,138000000000.0000,146000000000.0000,130000000000.0000,131000000000.0000,144000000000.0000,144000000000.0000,129000000000.0000,128000000000.0000,127000000000.0000,114000000000.0000,112000000000.0000,121000000000.0000,149000000000.0000,169000000000.0000,171000000000.0000,176000000000.0000,197000000000.0000,221000000000.0000,215000000000.0000,201000000000.0000,208000000000.0000,192000000000.0000,193000000000.0000,192000000000.0000,164000000000.0000,171000000000.0000,183000000000.0000,198000000000.0000
Eritrea,ERI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107737649.2000,80198311.2100,124996349.9000,152271808.6000,92756319.4100,263001685.7000,272856734.6000,230670129.9000,166550245.4000,150764425.2000,181583669.0000,,,,,,,,,,,,,,,
Spain,ESP,Country,Military expenditure (current USD),232839815.9000,239348772.1000,308791693.5000,316520311.1000,386820000.7000,439425746.0000,560943076.5000,545917155.9000,668753624.8000,805713226.3000,859146961.8000,900614349.2000,1256164586.0000,1521319435.0000,1968178718.0000,2108232941.0000,2521013875.0000,2808847050.0000,3470695273.0000,4910953932.0000,5508356433.0000,4977748533.0000,4956242441.0000,4770965313.0000,4851949869.0000,5077574145.0000,6270618789.0000,7921508651.0000,8900414227.0000,9302930296.0000,11695038645.0000,11680263754.0000,12250195430.0000,10041511353.0000,10092671257.0000,11439906271.0000,11294316855.0000,9865892241.0000,10333417234.0000,11113722490.0000,10273779252.0000,10222074075.0000,10270839019.0000,12880532801.0000,15262458637.0000,15997724220.0000,17252217613.0000,20065668635.0000,22227721830.0000,20178274985.0000,19710785450.0000,19695435494.0000,18860623363.0000,17242959322.0000,17178549315.0000,15188853150.0000,14014439635.0000,16043533257.0000,18248291491.0000
Estonia,EST,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13146559.8800,25135735.3800,36343487.5800,41436607.7100,53031652.1800,59919847.4800,73800541.3200,78313308.5600,93818539.9000,122069530.7000,171411923.9000,204968180.2000,265961745.8000,315179053.3000,444197516.0000,505779818.3000,434340865.2000,332231196.9000,389237580.9000,436852911.6000,479314460.8000,512119045.1000,463568814.5000,497653404.3000,537440226.9000,618486125.4000
Ethiopia,ETH,Country,Military expenditure (current USD),15335262.6500,18555265.3100,20185391.6500,27289522.5100,36140000.0000,42900000.0000,43420000.0000,37000000.0000,34660000.0000,34420000.0000,34540000.0000,36134238.0900,41043478.2600,48433591.4200,74758454.1100,125072463.8000,128043478.3000,135048309.2000,178212560.4000,276328502.4000,359323671.5000,366980676.3000,387367149.8000,408405797.1000,423019323.7000,429444444.4000,439202898.6000,476618357.5000,614855072.5000,781521739.1000,785048309.2000,529033816.4000,255343443.4000,163850000.0000,148691674.3000,122460147.5000,126454733.2000,225417105.1000,458549925.4000,703704869.5000,617541613.6000,349808276.5000,288932333.5000,278673159.9000,311038749.0000,342066638.7000,345687017.0000,360140308.6000,388187596.7000,339627768.0000,303617033.1000,332441772.4000,366539017.7000,345064165.8000,414476025.8000,442551536.5000,490177248.5000,503158174.3000,496621069.7000
European Union,EUU,Regions Clubbed Geographically,Military expenditure (current USD),18900106694.0000,20513847216.0000,23162484939.0000,25129718765.0000,26446753894.0000,27776682702.0000,29387052892.0000,31036878259.0000,31765628324.0000,33508676094.0000,36153182000.0000,40365629652.0000,47281566361.0000,55486414889.0000,62222918711.0000,72792051427.0000,74197845724.0000,83401208815.0000,91153840119.0000,99770483608.0000,115000000000.0000,105000000000.0000,104000000000.0000,100000000000.0000,94938566031.0000,97810085569.0000,127000000000.0000,153000000000.0000,164000000000.0000,162000000000.0000,192000000000.0000,193000000000.0000,200000000000.0000,177000000000.0000,181000000000.0000,194000000000.0000,195000000000.0000,180000000000.0000,182000000000.0000,179000000000.0000,163000000000.0000,162000000000.0000,176000000000.0000,214000000000.0000,244000000000.0000,249000000000.0000,257000000000.0000,291000000000.0000,317000000000.0000,298000000000.0000,286000000000.0000,297000000000.0000,278000000000.0000,278000000000.0000,279000000000.0000,244000000000.0000,245000000000.0000,257000000000.0000,281000000000.0000
Fragile and conflict affected situations,FCS,Regions Clubbed Economically,Military expenditure (current USD),,,,,,706587493.3000,730767053.0000,745449059.5000,923762709.4000,1135614514.0000,1345531948.0000,1368886198.0000,1491718487.0000,2005986063.0000,3277074442.0000,3671284748.0000,4053395019.0000,4700823643.0000,5493887581.0000,6655503263.0000,8340274986.0000,8868353455.0000,5147947238.0000,4641397190.0000,5347560018.0000,5022466014.0000,5281422063.0000,5210902008.0000,5559891597.0000,,5628613277.0000,7322176202.0000,7271030756.0000,7202089238.0000,,,7837091508.0000,9106793992.0000,10595222058.0000,11809137984.0000,13949146351.0000,,,29382721297.0000,36730207448.0000,40338111644.0000,8733903752.0000,11101526593.0000,14507932111.0000,14053373364.0000,12076704778.0000,13350410039.0000,16449796973.0000,21901821911.0000,21814358200.0000,20556954653.0000,17139676571.0000,19451864579.0000,15352665892.0000
Finland,FIN,Country,Military expenditure (current USD),89557618.8100,105350974.8000,154403280.6000,128576498.4000,139910553.9000,149572371.7000,152916847.1000,146661680.3000,150060024.0000,140291965.8000,152891345.2000,177615098.1000,220831905.3000,276967793.9000,308807797.1000,433161415.7000,416956433.4000,461856960.1000,506869453.0000,642602892.8000,873508619.5000,790880895.3000,844911290.5000,905188931.5000,826070181.3000,911349660.9000,1223271001.0000,1462231547.0000,1704330620.0000,1766586166.0000,2141300984.0000,2200991549.0000,2075955550.0000,1615424809.0000,1756338984.0000,1908986807.0000,2021797095.0000,1947002590.0000,1959708814.0000,1653905119.0000,1558135250.0000,1479270879.0000,1611406522.0000,2475059743.0000,2892938124.0000,2999391049.0000,3128517474.0000,3296557750.0000,3958118334.0000,3940584835.0000,3717180505.0000,4099505807.0000,3943239958.0000,4161139945.0000,3985508352.0000,3399134967.0000,3415008250.0000,3429968212.0000,3849013845.0000
Fiji,FJI,Country,Military expenditure (current USD),,,,,,,,,,,413396.8127,535616.7685,787703.1062,931727.0694,1353022.0800,2056253.7490,2751430.0200,3651464.9460,7239265.3980,9572320.6780,10367191.7500,11361681.7600,14939154.8500,15102947.8300,15601330.1300,14008928.9600,14591259.3700,25131445.6600,24673835.5300,29083211.4200,30542031.5900,32482582.8800,30539125.3400,32041095.6200,33665273.3400,34700248.1600,32851136.6100,30962540.1800,22598926.9300,23811699.7200,32039537.3500,32811655.8200,30914304.2700,37296898.0800,46798811.2800,43111350.2900,54067168.0600,75576918.3000,53585658.6200,51285722.3200,50408953.7100,60785527.4700,59221516.4100,58108276.9000,46079423.5300,42418008.4500,42649282.3000,45705790.3400,48412174.6900
France,FRA,Country,Military expenditure (current USD),3881219690.0000,4131003787.0000,4493323590.0000,4628060852.0000,4917956554.0000,5124506743.0000,5414601741.0000,5856108417.0000,6129940876.0000,5909705121.0000,5882387677.0000,6300175574.0000,7531246912.0000,9496156577.0000,9954624929.0000,13030408263.0000,13304260893.0000,15041676195.0000,18873052740.0000,22667912461.0000,26427190947.0000,23867080426.0000,22522681678.0000,21653641575.0000,20212344345.0000,20780557604.0000,28454938061.0000,34858734928.0000,36104962946.0000,35317062940.0000,42589868779.0000,42702599011.0000,45123086054.0000,42590872342.0000,44392512323.0000,47768110000.0000,46403438584.0000,41308251985.0000,40041139680.0000,38897240331.0000,33814262023.0000,33276659717.0000,36403933933.0000,45916973841.0000,53007021661.0000,52908769835.0000,54516076830.0000,60594986847.0000,66009448127.0000,66884028879.0000,61781748108.0000,64600927220.0000,60035153811.0000,62417099178.0000,63613569143.0000,55342131529.0000,57358414419.0000,60417498822.0000,63799676593.0000
Faroe Islands,FRO,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,FSM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Country,Military expenditure (current USD),,,,,,,,3008117.8530,2989113.9700,4350652.5980,4638155.1580,5498336.6990,6673861.6340,9421730.0990,10494173.3700,16844521.8000,20117179.3300,28927873.6600,,56881751.7700,68629307.0800,88322642.6100,88555899.7700,86599171.8000,80328270.2900,95489724.2800,136006884.1000,,,,,,,,,,,,,,91295212.2000,90036137.2300,94693165.4500,108396421.2000,125121856.6000,118111430.5000,130237717.3000,,,,268738503.9000,265965337.6000,278143957.1000,282163387.6000,208124753.5000,170374503.3000,202815390.7000,267430770.8000,261217395.1000
United Kingdom,GBR,Country,Military expenditure (current USD),4587798165.0000,4747398101.0000,5005697998.0000,5196797921.0000,5508997796.0000,5791097684.0000,5984997606.0000,6200583812.0000,5563195549.0000,5544595564.0000,6074395140.0000,6723936533.0000,7860461050.0000,8448664898.0000,9346449845.0000,11543753775.0000,10766652890.0000,11583506608.0000,14217505105.0000,18373780394.0000,25363413472.0000,24100707136.0000,24785700685.0000,23631058396.0000,22732895544.0000,23281158966.0000,27216844988.0000,31231666522.0000,34304125087.0000,33498698405.0000,38943795645.0000,42074283749.0000,40774938835.0000,34085881363.0000,34493524143.0000,34247823782.0000,34490949485.0000,35674878363.0000,36866288852.0000,36453353008.0000,35254814799.0000,35331927360.0000,39659529123.0000,46942962291.0000,53970302831.0000,55151564188.0000,57482975674.0000,65986089657.0000,65619450480.0000,57914627858.0000,58082848795.0000,60270435687.0000,58495656721.0000,56861759588.0000,59182858554.0000,53862185493.0000,48118943518.0000,46433303401.0000,49997192521.0000
Georgia,GEO,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67706683.5600,44007707.1300,41084456.9800,25882678.3600,18824291.4300,23829967.8700,33975807.0400,42647402.8800,70419742.7800,214071430.1000,404172025.9000,931750564.2000,1090160251.0000,603655214.9000,454178215.2000,468779626.8000,491982529.4000,441878927.0000,415642426.2000,299514176.3000,315194446.3000,308227183.5000,316508368.1000
Ghana,GHA,Country,Military expenditure (current USD),20821777.3500,27454210.3000,27944464.0500,31096095.3400,33302237.2400,35578415.3900,47344505.5200,,44271216.3600,49026817.6700,46918664.5100,41139332.3000,30202525.7600,41052242.8400,64121526.3900,78825105.7100,88961005.0600,121717795.7000,101354226.4000,66362988.0800,120610364.9000,195559792.2000,170273456.3000,71148287.3500,44624487.0300,63162776.6600,51650922.7600,43338474.8600,22760424.6500,22626966.3300,27612553.5000,41427184.1800,41663996.0400,41004328.5800,37823250.8300,49054322.2600,44417812.6200,45483310.2200,57453085.6600,59277760.9000,50882608.2400,32352140.5000,36975481.3400,53244020.2900,56353842.9900,64196566.4000,75732607.9300,126077789.0000,113668160.2000,118290743.9000,122480468.5000,234327479.6000,337260972.7000,254997057.4000,252653419.0000,190515191.5000,161751874.3000,189129841.5000,218444253.6000
Gibraltar,GIB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Country,Military expenditure (current USD),,,,,,10492201.7400,13895077.9800,,14178651.0000,14705286.6100,15069880.4900,26327764.4200,31711404.2300,36058910.7000,,,,,85228280.9800,71021091.7500,60309243.0200,52510728.9000,52266833.5900,,,,,,,,,71764178.4000,55654040.2900,43956503.9900,45871747.5100,,,44370189.8100,45034483.3200,55211186.3900,45967931.2100,87718398.8200,98084865.1700,84133949.3100,81018570.1000,,,,,,,,168913357.5000,196818705.6000,196945589.8000,221414232.3000,161856744.5000,199317873.4000,209150578.3000
Gambia,GMB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,727666.8802,846805.0200,1244263.4190,1046935.9430,1392344.2270,2161462.7590,2722988.3510,3464911.1120,3996271.6730,3501687.8920,2556388.6680,2316899.6960,2886551.7080,3929706.2310,4176388.6980,4049572.0230,3519056.4370,3323532.1720,2454230.2000,2259285.6640,1997861.9370,1931395.5000,2985085.0730,2786319.2440,4547026.1400,17163533.4600,7095299.5750,,,11173079.8600,10378890.6900,14599956.8700,14288131.9100,,,11487224.9400
